S.No.,Rule,Support,Lift,Confidence
1755,UNIVERSAL ITEM RX DEPT 92  , UNIVERSAL ITEM RX DEPT 92,0.058,17,1
1756,BANANAS  , SLICE CHEESE PIZZA   RIM#,0.058,5.666,1
1757,SLICE CHEESE PIZZA   RIM#  , SLICE CHEESE PIZZA   RIM#,0.058,17,1
1758,ORGANIC 2% MILK 2-1 GAL  , SLICE CHEESE PIZZA   RIM#,0.058,17,1
1759,DANNON DANIMALS 24/3.1OZ  , SLICE CHEESE PIZZA   RIM#,0.058,17,1
1760,BOUNCE RENEW 250 CT  , CASCADE ACTION PACS 90 CT,0.058,17,1
1761,X-LARGE EGGS 2/18 CT  , CASCADE ACTION PACS 90 CT,0.058,17,1
1762,TIDE ORG 2X LIQ 110LD  , CASCADE ACTION PACS 90 CT,0.058,17,1
1763,CASCADE ACTION PACS 90 CT  , CASCADE ACTION PACS 90 CT,0.058,17,1
1764,KS PECORINO ROMANO 1.7#RW  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1765,ONE A DAY WOMEN'S VITAMIN  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1766,FRESH CELERY STALKS  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1767,KALAMATA OLIVES 52.9OZ  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1768,HALF & HALF UP HG  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1769,MINI BABYBEL CHEESE  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1770,GOURMET MEDLEY POTATOES  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1771,FROSTED MINI-WHEATS 70 OZ  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1772,SCOOP AWAY 42LB LITTER BG  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1773,ORGANIC GREEN BEANS 8/5#  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1774,BAGELS 12 COUNT  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1775,ROMA TOMATOES  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1776,BROCCOLI FLORETS 8/3.5#  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1777,KS PLC WRAP 2/750'11 7/8  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1778,KS MOIST FLUSHABLE WIPES  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1779,ORGANIC BABY PEAS 8/5#  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1780,NP ORG FLAX GRNOLA 35.3Z  , ORGANIC GREEN BEANS 8/5#,0.058,8.5,1
1781,DELUXE VEGETBLE BLND 8/5#  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1782,FRIGO STRING CHEESE 60/1Z  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1783,RICE KRISPIE TRT 54/.78 Z  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1784,ROMAINE HEARTS  6 CT BAG  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1785,GAROFALO SPAG 8/17.6OZ  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1786,WHOLE GRAIN WHITE 2/32 OZ  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1787,ENGLISH CUCUMBERS  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1788,SUGAR SNAP PEA  , ORGANIC GREEN BEANS 8/5#,0.058,8.5,1
1789,GAROFALO PASTA VTY 6/1.1#  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1790,BTB ORG CHICKEN BASE 16OZ  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1791,ORGANIC SPRING MIX  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1792,COFFEEMATE F.VAN. 1/64 OZ  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1793,RED SKIN MASHED POTATOES  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1794,7-CHZ RAINBOW TORTELLINI  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1795,GLADE SCENTED OIL HWN BRZ  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1796,KS 2PLY BATH TIS 30/425SH  , ORGANIC GREEN BEANS 8/5#,0.058,17,1
1797,JUMBO FUN BALL & PUMP  , JUMBO FUN BALL & PUMP,0.058,17,1
1798,BODEGA NORTON MALBEC RSV  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1799,RASPBERRIES 12OZ CLMSHEL  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1800,WHOLE ARTICHOKES 6/2-32OZ  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1801,LA CARRAIA UMBRIA  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1802,FOUR BEAN SALAD 2/35.5 OZ  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1803,SALONPAS PAIN RELIEVING  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1804,KS BUTTER QTRS  6-4/1#  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1805,CHICKEN POT PIES 8CT/10OZ  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1806,CEDAR GRILLING PLANKS 6PK  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1807,KS MALBEC  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1808,SOUVERAIN CHARDONNAY  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1809,KS CHARDONNAY 1.5L  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1810,ORGANIC BABY SPINACH  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1811,CRIMINI MUSHROOMS  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1812,SALAD MIX  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1813,NP ORG FLAX GRNOLA 35.3Z  , CHKN POTSTICKERS 9/4.2#,0.058,8.5,1
1814,KASIA'S PIEROGI 8/3-14 OZ  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1815,KJ GRAND RSV CHARDONNAY  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1816,SUGAR SNAP PEA  , CHKN POTSTICKERS 9/4.2#,0.058,8.5,1
1817,CHKN POTSTICKERS 9/4.2#  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1818,CLOS DU BOIS CHARDONNAY  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1819,KS HEALTHY WEIGHT CAT 20#  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1820,WILD PACIFIC COLD WATER  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1821,BENMARCO MALBEC  , CHKN POTSTICKERS 9/4.2#,0.058,17,1
1822,RICE KRISPIE TRT 54/.78 Z  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1823,WHOLE GRAIN WHITE 2/32 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1824,SALAD MIX  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1825,ORGANIC GREEN BEANS 8/5#  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1826,RASPBERRIES 12OZ CLMSHEL  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1827,ORGANIC BABY PEAS 8/5#  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1828,KASIA'S PIEROGI 8/3-14 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1829,ORGANIC BABY SPINACH  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1830,SALONPAS PAIN RELIEVING  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1831,KS MOIST FLUSHABLE WIPES  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1832,CHICKEN POT PIES 8CT/10OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1833,RED SKIN MASHED POTATOES  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1834,KS 2PLY BATH TIS 30/425SH  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1835,BENMARCO MALBEC  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1836,BROCCOLI FLORETS 8/3.5#  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1837,FROSTED MINI-WHEATS 70 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1838,WHOLE ARTICHOKES 6/2-32OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1839,CHKN POTSTICKERS 9/4.2#  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1840,LA CARRAIA UMBRIA  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1841,KS MALBEC  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1842,CLOS DU BOIS CHARDONNAY  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1843,SOUVERAIN CHARDONNAY  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1844,BTB ORG CHICKEN BASE 16OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1845,GOURMET MEDLEY POTATOES  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1846,CEDAR GRILLING PLANKS 6PK  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1847,KS PLC WRAP 2/750'11 7/8  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1848,WILD PACIFIC COLD WATER  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1849,FOUR BEAN SALAD 2/35.5 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1850,ORGANIC SPRING MIX  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1851,ONE A DAY WOMEN'S VITAMIN  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1852,ROMAINE HEARTS  6 CT BAG  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1853,CRIMINI MUSHROOMS  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1854,KJ GRAND RSV CHARDONNAY  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1855,GAROFALO SPAG 8/17.6OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1856,KS HEALTHY WEIGHT CAT 20#  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1857,ROMA TOMATOES  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1858,FRIGO STRING CHEESE 60/1Z  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1859,7-CHZ RAINBOW TORTELLINI  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1860,KS BUTTER QTRS  6-4/1#  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1861,GLADE SCENTED OIL HWN BRZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1862,BODEGA NORTON MALBEC RSV  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1863,ENGLISH CUCUMBERS  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1864,COFFEEMATE F.VAN. 1/64 OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1865,DELUXE VEGETBLE BLND 8/5#  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1866,MINI BABYBEL CHEESE  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1867,KS PECORINO ROMANO 1.7#RW  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1868,SCOOP AWAY 42LB LITTER BG  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1869,KALAMATA OLIVES 52.9OZ  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1870,BAGELS 12 COUNT  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1871,SUGAR SNAP PEA  , NP ORG FLAX GRNOLA 35.3Z,0.117,8.5,1
1872,KS CHARDONNAY 1.5L  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1873,GAROFALO PASTA VTY 6/1.1#  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1874,FRESH CELERY STALKS  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1875,HALF & HALF UP HG  , NP ORG FLAX GRNOLA 35.3Z,0.058,8.5,0.5
1876,NP ORG FLAX GRNOLA 35.3Z  , NP ORG FLAX GRNOLA 35.3Z,0.117,8.5,1
